지역,연도,평균가격
경남,2011,217.9
제주,2011,181.8
서울,2011,576.8
도심권,2011,661.2
동북권,2011,453.5
동남권,2011,879.6
서북권,2011,469.1
서남권,2011,507.9
부산,2011,254.6
대구,2011,197.2
인천,2011,269.9
광주,2011,170.1
대전,2011,245.8
울산,2011,213.6
경기,2011,314.8
강원,2011,138.4
충북,2011,169.7
충남,2011,167.0
전북,2011,160.4
전남,2011,136.1
경북,2011,134.7
경남,2011,220.2
제주,2011,187.8
서울,2011,614.5
도심권,2011,653.9
동북권,2011,458.9
동남권,2011,922.7
서북권,2011,512.2
서남권,2011,522.7
부산,2011,259.2
대구,2011,201.2
인천,2011,270.4
광주,2011,171.4
대전,2011,240.4
울산,2011,223.9
경기,2011,318.6
강원,2011,145.9
충북,2011,169.9
충남,2011,173.8
전북,2011,163.6
전남,2011,139.5
경북,2011,136.9
경남,2011,224.4
제주,2011,183.0
서울,2011,571.5
도심권,2011,665.6
동북권,2011,452.5
동남권,2011,856.8
서북권,2011,511.7
서남권,2011,501.2
부산,2011,264.7
대구,2011,203.7
인천,2011,269.8
광주,2011,172.9
대전,2011,236.4
울산,2011,219.5
경기,2011,318.4
강원,2011,150.3
충북,2011,172.9
충남,2011,171.6
전북,2011,166.7
전남,2011,139.9
경북,2011,134.4
경남,2011,231.1
제주,2011,196.5
서울,2011,577.3
도심권,2011,712.3
동북권,2011,456.9
동남권,2011,875.4
서북권,2011,517.8
서남권,2011,496.5
부산,2011,264.3
대구,2011,209.8
인천,2011,267.3
광주,2011,174.7
대전,2011,237.3
울산,2011,226.7
경기,2011,315.5
강원,2011,152.6
충북,2011,172.9
충남,2011,176.2
전북,2011,166.7
전남,2011,142.3
경북,2011,138.6
경남,2011,226.1
제주,2011,193.6
서울,2011,592.3
도심권,2011,647.3
동북권,2011,460.3
동남권,2011,894.9
서북권,2011,508.0
서남권,2011,501.0
부산,2011,264.4
대구,2011,210.8
인천,2011,268.6
광주,2011,174.4
대전,2011,245.7
울산,2011,229.0
경기,2011,316.4
강원,2011,147.0
충북,2011,177.3
충남,2011,178.2
전북,2011,174.6
전남,2011,141.6
경북,2011,141.2
경남,2011,229.6
제주,2011,191.6
서울,2011,588.1
도심권,2011,676.9
동북권,2011,454.9
동남권,2011,873.8
서북권,2011,505.4
서남권,2011,508.1
부산,2011,265.5
대구,2011,210.6
인천,2011,270.6
광주,2011,177.3
대전,2011,243.0
울산,2011,231.9
경기,2011,316.1
강원,2011,150.3
충북,2011,176.9
충남,2011,182.5
전북,2011,175.6
전남,2011,140.5
경북,2011,143.2
경남,2011,226.9
제주,2011,193.9
서울,2011,609.5
도심권,2011,683.2
동북권,2011,453.0
동남권,2011,897.2
서북권,2011,516.0
서남권,2011,504.6
부산,2011,261.4
대구,2011,214.6
인천,2011,263.8
광주,2011,175.9
대전,2011,244.0
울산,2011,231.7
경기,2011,318.0
강원,2011,147.8
충북,2011,178.7
충남,2011,177.7
전북,2011,167.6
전남,2011,138.3
경북,2011,144.1
경남,2011,216.6
제주,2011,190.1
서울,2012,575.7
도심권,2012,659.9
동북권,2012,447.4
동남권,2012,868.5
서북권,2012,506.4
서남권,2012,497.6
부산,2012,261.5
대구,2012,219.1
인천,2012,271.3
광주,2012,180.9
대전,2012,246.7
울산,2012,239.4
경기,2012,316.6
강원,2012,152.0
충북,2012,185.4
충남,2012,190.0
전북,2012,175.3
전남,2012,145.3
경북,2012,146.5
경남,2012,231.8
제주,2012,201.8
서울,2012,570.6
도심권,2012,635.0
동북권,2012,443.6
동남권,2012,853.5
서북권,2012,494.2
서남권,2012,504.5
부산,2012,265.2
대구,2012,215.3
인천,2012,267.3
광주,2012,180.5
대전,2012,243.9
울산,2012,244.0
경기,2012,310.6
강원,2012,153.8
충북,2012,182.3
충남,2012,188.6
전북,2012,171.4
전남,2012,143.6
경북,2012,144.9
경남,2012,225.1
제주,2012,190.0
서울,2012,564.7
도심권,2012,663.4
동북권,2012,443.2
동남권,2012,854.5
서북권,2012,481.1
서남권,2012,507.5
부산,2012,256.8
대구,2012,213.2
인천,2012,263.7
광주,2012,177.6
대전,2012,238.1
울산,2012,240.3
경기,2012,305.2
강원,2012,148.6
충북,2012,179.0
충남,2012,184.9
전북,2012,165.6
전남,2012,142.9
경북,2012,141.9
경남,2012,226.3
제주,2012,202.9
서울,2012,583.4
도심권,2012,654.1
동북권,2012,438.5
동남권,2012,894.8
서북권,2012,491.3
서남권,2012,484.7
부산,2012,259.8
대구,2012,214.4
인천,2012,261.9
광주,2012,179.1
대전,2012,231.1
울산,2012,242.2
경기,2012,303.7
강원,2012,148.9
충북,2012,179.9
충남,2012,187.2
전북,2012,164.6
전남,2012,140.4
경북,2012,143.2
경남,2012,222.9
제주,2012,189.1
서울,2012,592.9
도심권,2012,675.3
동북권,2012,432.0
동남권,2012,869.5
서북권,2012,519.2
서남권,2012,510.4
부산,2012,255.2
대구,2012,218.4
인천,2012,260.7
광주,2012,181.2
대전,2012,236.4
울산,2012,245.9
경기,2012,308.4
강원,2012,152.0
충북,2012,186.9
충남,2012,186.4
전북,2012,166.8
전남,2012,138.9
경북,2012,142.5
경남,2012,223.9
제주,2012,203.3
서울,2012,557.2
도심권,2012,642.1
동북권,2012,420.7
동남권,2012,852.2
서북권,2012,499.2
서남권,2012,479.3
부산,2012,259.4
대구,2012,220.0
인천,2012,258.4
광주,2012,179.8
대전,2012,230.6
울산,2012,244.2
경기,2012,300.1
강원,2012,152.2
충북,2012,183.7
충남,2012,186.6
전북,2012,166.0
전남,2012,141.4
경북,2012,147.7
경남,2012,212.0
제주,2012,202.5
서울,2012,548.9
도심권,2012,625.0
동북권,2012,418.2
동남권,2012,847.1
서북권,2012,491.8
서남권,2012,478.2
부산,2012,256.4
대구,2012,218.8
인천,2012,254.2
광주,2012,179.3
대전,2012,225.9
울산,2012,246.0
경기,2012,294.3
강원,2012,146.3
충북,2012,181.9
충남,2012,187.7
전북,2012,161.4
전남,2012,142.5
경북,2012,147.8
경남,2012,209.8
제주,2012,192.8
서울,2012,534.8
도심권,2012,620.2
동북권,2012,417.7
동남권,2012,792.4
서북권,2012,473.3
서남권,2012,472.5
부산,2012,256.0
대구,2012,223.2
인천,2012,255.0
광주,2012,181.8
대전,2012,228.1
울산,2012,246.4
경기,2012,292.6
강원,2012,148.4
충북,2012,181.2
충남,2012,188.9
전북,2012,164.2
전남,2012,143.1
경북,2012,149.9
경남,2012,218.3
제주,2012,197.2
서울,2012,563.4
도심권,2012,622.0
동북권,2012,423.0
동남권,2012,839.7
서북권,2012,474.7
서남권,2012,481.2
부산,2012,256.6
대구,2012,227.6
인천,2012,256.7
광주,2012,188.4
대전,2012,235.7
울산,2012,245.2
경기,2012,304.6
강원,2012,152.2
충북,2012,189.4
충남,2012,192.1
전북,2012,168.0
전남,2012,147.2
경북,2012,154.8
경남,2012,222.3
제주,2012,200.0
서울,2012,571.5
도심권,2012,653.3
동북권,2012,426.7
동남권,2012,844.2
서북권,2012,480.0
서남권,2012,491.9
부산,2012,261.3
대구,2012,228.1
인천,2012,257.3
광주,2012,187.0
대전,2012,242.7
울산,2012,252.1
경기,2012,313.0
강원,2012,151.8
충북,2012,189.9
충남,2012,194.4
전북,2012,169.5
전남,2012,146.7
경북,2012,155.3
경남,2012,225.8
제주,2012,209.3
서울,2012,574.1
도심권,2012,648.5
동북권,2012,427.9
동남권,2012,846.0
서북권,2012,486.5
서남권,2012,479.7
부산,2012,259.8
대구,2012,231.3
인천,2012,260.8
광주,2012,188.1
대전,2012,241.8
울산,2012,245.7
경기,2012,309.9
강원,2012,150.9
충북,2012,188.6
충남,2012,196.2
전북,2012,169.8
전남,2012,148.0
경북,2012,156.1
경남,2012,220.5
제주,2012,208.4
서울,2012,575.4
도심권,2012,652.9
동북권,2012,424.7
동남권,2012,840.1
서북권,2012,489.2
서남권,2012,492.0
부산,2012,255.5
대구,2012,231.0
인천,2012,257.9
광주,2012,186.2
대전,2012,242.6
울산,2012,255.0
경기,2012,310.9
강원,2012,150.1
충북,2012,186.8
충남,2012,190.3
전북,2012,164.3
전남,2012,138.5
경북,2012,155.6
경남,2012,219.6
제주,2012,182.9
서울,2013,577.3
도심권,2013,626.0
동북권,2013,422.7
동남권,2013,844.2
서북권,2013,484.7
서남권,2013,494.2
부산,2013,258.8
대구,2013,231.8
인천,2013,258.3
광주,2013,188.0
대전,2013,237.1
울산,2013,247.6
경기,2013,308.4
강원,2013,151.4
충북,2013,197.4
충남,2013,199.3
전북,2013,175.2
전남,2013,150.0
경북,2013,160.0
경남,2013,227.0
제주,2013,194.4
서울,2013,578.4
도심권,2013,652.3
동북권,2013,429.9
동남권,2013,840.8
서북권,2013,503.1
서남권,2013,478.3
부산,2013,256.1
대구,2013,231.2
인천,2013,257.4
광주,2013,189.0
대전,2013,238.1
울산,2013,244.1
경기,2013,310.2
강원,2013,153.6
충북,2013,190.4
충남,2013,195.2
전북,2013,172.0
전남,2013,146.0
경북,2013,159.8
경남,2013,224.1
제주,2013,193.3
서울,2013,563.3
도심권,2013,619.6
동북권,2013,431.2
동남권,2013,829.0
서북권,2013,486.4
서남권,2013,489.4
부산,2013,259.8
대구,2013,231.1
인천,2013,260.1
광주,2013,189.3
대전,2013,237.7
울산,2013,248.7
경기,2013,315.2
강원,2013,154.9
충북,2013,192.4
충남,2013,195.4
전북,2013,171.5
전남,2013,146.6
경북,2013,159.7
경남,2013,228.0
제주,2013,193.5
서울,2013,567.9
도심권,2013,595.9
동북권,2013,430.4
동남권,2013,869.8
서북권,2013,491.2
서남권,2013,488.3
부산,2013,264.1
대구,2013,238.3
인천,2013,259.9
광주,2013,189.0
대전,2013,238.0
울산,2013,254.8
경기,2013,321.7
강원,2013,153.6
충북,2013,193.8
충남,2013,198.6
전북,2013,171.4
전남,2013,149.3
경북,2013,162.8
경남,2013,235.3
제주,2013,198.2
서울,2013,553.7
도심권,2013,617.3
동북권,2013,433.9
동남권,2013,821.8
서북권,2013,504.4
서남권,2013,491.2
부산,2013,262.0
대구,2013,241.2
인천,2013,260.2
광주,2013,189.2
대전,2013,244.0
울산,2013,245.8
경기,2013,314.8
강원,2013,155.4
충북,2013,195.9
충남,2013,199.8
전북,2013,171.1
전남,2013,150.1
경북,2013,166.2
경남,2013,231.1
제주,2013,220.0
서울,2013,546.2
도심권,2013,633.1
동북권,2013,434.2
동남권,2013,813.2
서북권,2013,494.2
서남권,2013,472.9
부산,2013,259.0
대구,2013,242.4
인천,2013,260.1
광주,2013,189.3
대전,2013,242.7
울산,2013,246.3
경기,2013,312.2
강원,2013,152.9
충북,2013,187.2
충남,2013,196.6
전북,2013,170.1
전남,2013,146.0
경북,2013,162.9
경남,2013,224.9
제주,2013,218.0
서울,2013,507.8
도심권,2013,610.3
동북권,2013,425.3
동남권,2013,770.9
서북권,2013,480.7
서남권,2013,464.2
부산,2013,260.5
대구,2013,242.7
인천,2013,264.1
광주,2013,193.7
대전,2013,238.0
울산,2013,247.8
경기,2013,309.3
강원,2013,155.8
충북,2013,197.4
충남,2013,201.4
전북,2013,171.9
전남,2013,144.8
경북,2013,165.4
경남,2013,224.1
제주,2013,213.4
서울,2013,533.8
도심권,2013,634.4
동북권,2013,431.7
동남권,2013,834.8
서북권,2013,488.2
서남권,2013,470.6
부산,2013,264.8
대구,2013,251.5
인천,2013,264.4
광주,2013,195.6
대전,2013,243.0
울산,2013,251.0
경기,2013,323.9
강원,2013,156.7
충북,2013,196.0
충남,2013,205.7
전북,2013,172.0
전남,2013,146.1
경북,2013,169.2
경남,2013,233.9
제주,2013,204.9
서울,2013,534.9
도심권,2013,624.6
동북권,2013,437.5
동남권,2013,800.3
서북권,2013,499.1
서남권,2013,482.6
부산,2013,264.2
대구,2013,257.8
인천,2013,267.1
광주,2013,193.9
대전,2013,248.2
울산,2013,259.3
경기,2013,331.8
강원,2013,161.9
충북,2013,201.8
충남,2013,210.0
전북,2013,175.6
전남,2013,150.7
경북,2013,171.7
경남,2013,242.6
제주,2013,220.2
서울,2013,546.5
도심권,2013,625.7
동북권,2013,447.0
동남권,2013,808.7
서북권,2013,499.8
서남권,2013,489.1
부산,2013,268.7
대구,2013,260.1
인천,2013,269.7
광주,2013,200.0
대전,2013,252.6
울산,2013,258.4
경기,2013,329.6
강원,2013,163.5
충북,2013,201.4
충남,2013,211.0
전북,2013,178.4
전남,2013,151.2
경북,2013,175.2
경남,2013,243.4
제주,2013,224.3
서울,2013,569.3
도심권,2013,663.0
동북권,2013,445.3
동남권,2013,849.8
서북권,2013,496.5
서남권,2013,490.6
부산,2013,270.1
대구,2013,267.3
인천,2013,272.2
광주,2013,200.6
대전,2013,253.5
울산,2013,259.5
경기,2013,329.9
강원,2013,161.2
충북,2013,201.5
충남,2013,219.1
전북,2013,177.5
전남,2013,149.8
경북,2013,176.4
경남,2013,238.6
제주,2013,224.5
서울,2013,603.9
도심권,2013,665.8
동북권,2013,454.7
동남권,2013,886.4
서북권,2013,503.6
서남권,2013,494.6
부산,2013,269.7
대구,2013,265.8
인천,2013,274.8
광주,2013,204.6
대전,2013,256.5
울산,2013,255.6
경기,2013,340.1
강원,2013,161.6
충북,2013,202.0
충남,2013,211.3
전북,2013,174.6
전남,2013,148.5
경북,2013,175.6
경남,2013,243.4
제주,2013,223.5
서울,2014,588.9
도심권,2014,658.9
동북권,2014,459.5
동남권,2014,864.3
서북권,2014,505.1
서남권,2014,501.0
부산,2014,274.1
대구,2014,269.9
인천,2014,274.1
광주,2014,203.0
대전,2014,253.6
울산,2014,258.8
경기,2014,343.7
강원,2014,164.4
충북,2014,205.2
충남,2014,213.4
전북,2014,182.5
전남,2014,148.8
경북,2014,175.5
경남,2014,239.6
제주,2014,223.2
서울,2014,576.6
도심권,2014,653.0
동북권,2014,456.6
동남권,2014,838.9
서북권,2014,519.8
서남권,2014,504.7
부산,2014,271.8
대구,2014,266.3
인천,2014,272.2
광주,2014,205.4
대전,2014,247.7
울산,2014,261.8
경기,2014,338.4
강원,2014,164.6
충북,2014,204.3
충남,2014,213.7
전북,2014,175.4
전남,2014,151.6
경북,2014,177.0
경남,2014,243.8
제주,2014,221.9
서울,2014,548.8
도심권,2014,640.4
동북권,2014,453.2
동남권,2014,806.6
서북권,2014,495.3
서남권,2014,486.8
부산,2014,274.9
대구,2014,269.8
인천,2014,269.8
광주,2014,203.5
대전,2014,248.2
울산,2014,264.3
경기,2014,328.6
강원,2014,156.8
충북,2014,207.2
충남,2014,209.1
전북,2014,172.9
전남,2014,148.3
경북,2014,175.0
경남,2014,246.2
제주,2014,223.9
서울,2014,553.4
도심권,2014,660.9
동북권,2014,454.4
동남권,2014,843.1
서북권,2014,504.3
서남권,2014,489.4
부산,2014,269.8
대구,2014,269.0
인천,2014,268.9
광주,2014,203.6
대전,2014,247.6
울산,2014,263.9
경기,2014,325.8
강원,2014,157.6
충북,2014,202.1
충남,2014,207.4
전북,2014,172.8
전남,2014,149.1
경북,2014,179.3
경남,2014,242.9
제주,2014,219.9
서울,2014,558.3
도심권,2014,620.1
동북권,2014,450.3
동남권,2014,846.0
서북권,2014,510.1
서남권,2014,491.0
부산,2014,270.6
대구,2014,272.3
인천,2014,271.0
광주,2014,204.4
대전,2014,249.3
울산,2014,268.6
경기,2014,327.7
강원,2014,158.1
충북,2014,207.9
충남,2014,210.5
전북,2014,170.0
전남,2014,150.4
경북,2014,179.1
경남,2014,243.4
제주,2014,232.3
서울,2014,567.6
도심권,2014,660.1
동북권,2014,450.4
동남권,2014,863.5
서북권,2014,502.1
서남권,2014,497.5
부산,2014,271.7
대구,2014,279.7
인천,2014,274.8
광주,2014,206.0
대전,2014,247.5
울산,2014,268.2
경기,2014,333.5
강원,2014,158.3
충북,2014,206.1
충남,2014,212.5
전북,2014,173.6
전남,2014,153.6
경북,2014,178.7
경남,2014,247.2
제주,2014,241.0
서울,2014,583.0
도심권,2014,662.6
동북권,2014,452.9
동남권,2014,866.2
서북권,2014,518.1
서남권,2014,498.4
부산,2014,277.3
대구,2014,282.4
인천,2014,279.8
광주,2014,213.4
대전,2014,246.1
울산,2014,268.7
경기,2014,339.7
강원,2014,158.6
충북,2014,208.1
충남,2014,220.2
전북,2014,172.4
전남,2014,149.8
경북,2014,179.7
경남,2014,250.9
제주,2014,235.3
서울,2014,593.3
도심권,2014,673.7
동북권,2014,463.7
동남권,2014,872.3
서북권,2014,531.1
서남권,2014,505.0
부산,2014,280.4
대구,2014,287.6
인천,2014,277.6
광주,2014,216.7
대전,2014,249.7
울산,2014,269.2
경기,2014,345.2
강원,2014,162.4
충북,2014,213.1
충남,2014,214.3
전북,2014,177.2
전남,2014,151.9
경북,2014,186.5
경남,2014,249.5
제주,2014,236.7
서울,2014,583.0
도심권,2014,659.1
동북권,2014,460.0
동남권,2014,869.2
서북권,2014,520.8
서남권,2014,516.6
부산,2014,280.9
대구,2014,288.8
인천,2014,279.0
광주,2014,219.4
대전,2014,250.9
울산,2014,271.9
경기,2014,345.3
강원,2014,159.7
충북,2014,211.8
충남,2014,217.6
전북,2014,174.8
전남,2014,150.6
경북,2014,188.0
경남,2014,255.9
제주,2014,234.5
서울,2014,580.3
도심권,2014,670.9
동북권,2014,467.6
동남권,2014,861.3
서북권,2014,532.7
서남권,2014,502.8
부산,2014,281.3
대구,2014,296.4
인천,2014,281.9
광주,2014,218.6
대전,2014,255.8
울산,2014,272.2
경기,2014,340.8
강원,2014,161.6
충북,2014,219.3
충남,2014,215.5
전북,2014,179.6
전남,2014,154.0
경북,2014,188.1
경남,2014,252.3
제주,2014,253.8
서울,2014,567.6
도심권,2014,653.1
동북권,2014,473.1
동남권,2014,836.1
서북권,2014,528.7
서남권,2014,499.2
부산,2014,282.8
대구,2014,301.9
인천,2014,289.1
광주,2014,225.1
대전,2014,254.7
울산,2014,275.4
경기,2014,344.2
강원,2014,163.2
충북,2014,216.7
충남,2014,213.3
전북,2014,181.5
전남,2014,156.5
경북,2014,188.8
경남,2014,252.7
제주,2014,244.7
서울,2014,589.2
도심권,2014,675.5
동북권,2014,476.2
동남권,2014,864.2
서북권,2014,532.0
서남권,2014,505.2
부산,2014,290.3
대구,2014,305.7
인천,2014,291.2
광주,2014,224.0
대전,2014,255.5
울산,2014,276.6
경기,2014,351.1
강원,2014,159.7
충북,2014,214.4
충남,2014,211.0
전북,2014,185.1
전남,2014,153.5
경북,2014,193.0
경남,2014,246.7
제주,2014,241.0
서울,2015,585.2
도심권,2015,685.1
동북권,2015,470.1
동남권,2015,851.7
서북권,2015,536.8
서남권,2015,502.6
부산,2015,289.1
대구,2015,307.8
인천,2015,290.7
광주,2015,223.1
대전,2015,258.4
울산,2015,277.7
경기,2015,350.7
강원,2015,172.0
충북,2015,210.9
충남,2015,212.6
전북,2015,182.4
전남,2015,158.5
경북,2015,192.3
경남,2015,251.5
제주,2015,250.8
서울,2015,589.2
도심권,2015,685.3
동북권,2015,472.4
동남권,2015,869.2
서북권,2015,539.4
서남권,2015,509.4
부산,2015,288.7
대구,2015,309.6
인천,2015,288.7
광주,2015,227.8
대전,2015,255.7
울산,2015,278.6
경기,2015,353.6
강원,2015,165.7
충북,2015,214.2
충남,2015,218.7
전북,2015,182.0
전남,2015,159.0
경북,2015,194.4
경남,2015,249.3
제주,2015,250.2
서울,2015,590.8
도심권,2015,703.6
동북권,2015,475.6
동남권,2015,895.9
서북권,2015,539.5
서남권,2015,514.2
부산,2015,290.7
대구,2015,314.8
인천,2015,286.5
광주,2015,224.9
대전,2015,245.8
울산,2015,280.0
경기,2015,352.4
강원,2015,172.3
충북,2015,213.3
충남,2015,214.9
전북,2015,178.4
전남,2015,156.5
경북,2015,194.7
경남,2015,246.7
제주,2015,249.7
서울,2015,601.2
도심권,2015,720.4
동북권,2015,475.6
동남권,2015,918.3
서북권,2015,544.4
서남권,2015,522.7
부산,2015,292.8
대구,2015,317.3
인천,2015,288.0
광주,2015,228.0
대전,2015,245.5
울산,2015,279.3
경기,2015,353.2
강원,2015,169.8
충북,2015,206.5
충남,2015,216.0
전북,2015,179.9
전남,2015,156.9
경북,2015,194.9
경남,2015,249.6
제주,2015,271.3
서울,2015,608.9
도심권,2015,718.0
동북권,2015,482.6
동남권,2015,935.6
서북권,2015,553.7
서남권,2015,516.7
부산,2015,295.1
대구,2015,323.5
인천,2015,295.6
광주,2015,229.8
대전,2015,249.5
울산,2015,285.5
경기,2015,354.6
강원,2015,171.3
충북,2015,213.3
충남,2015,219.7
전북,2015,180.1
전남,2015,159.2
경북,2015,193.3
경남,2015,252.1
제주,2015,277.5
서울,2015,599.6
도심권,2015,700.6
동북권,2015,478.3
동남권,2015,929.0
서북권,2015,561.6
서남권,2015,529.3
부산,2015,294.4
대구,2015,330.7
인천,2015,293.4
광주,2015,232.6
대전,2015,247.8
울산,2015,285.3
경기,2015,358.5
강원,2015,168.7
충북,2015,210.9
충남,2015,214.3
전북,2015,179.6
전남,2015,155.6
경북,2015,195.0
경남,2015,253.6
제주,2015,284.1
서울,2015,604.7
도심권,2015,708.7
동북권,2015,487.2
동남권,2015,924.6
서북권,2015,554.3
서남권,2015,531.1
부산,2015,302.9
대구,2015,333.8
인천,2015,300.2
광주,2015,232.9
대전,2015,256.6
울산,2015,290.4
경기,2015,364.6
강원,2015,171.5
충북,2015,205.3
충남,2015,218.3
전북,2015,179.6
전남,2015,157.6
경북,2015,195.2
경남,2015,252.1
제주,2015,307.8
서울,2015,595.2
도심권,2015,728.1
동북권,2015,491.6
동남권,2015,905.5
서북권,2015,554.8
서남권,2015,534.3
부산,2015,302.9
대구,2015,330.1
인천,2015,302.4
광주,2015,237.7
대전,2015,256.6
울산,2015,290.1
경기,2015,358.3
강원,2015,177.0
충북,2015,205.8
충남,2015,213.1
전북,2015,179.0
전남,2015,156.9
경북,2015,195.0
경남,2015,249.4
제주,2015,318.2
서울,2015,616.5
도심권,2015,717.9
동북권,2015,496.8
동남권,2015,951.6
서북권,2015,560.9
서남권,2015,546.3
부산,2015,306.6
대구,2015,341.5
인천,2015,308.6
광주,2015,245.5
대전,2015,253.3
울산,2015,300.1
경기,2015,370.4
강원,2015,179.0
충북,2015,208.8
충남,2015,212.7
전북,2015,182.4
전남,2015,160.9
경북,2015,195.3
경남,2015,254.3
제주,2015,320.7
서울,2015,644.6
도심권,2015,739.1
동북권,2015,508.8
동남권,2015,964.5
서북권,2015,578.0
서남권,2015,560.8
부산,2015,309.8
대구,2015,334.9
인천,2015,317.6
광주,2015,243.8
대전,2015,259.9
울산,2015,301.3
경기,2015,372.1
강원,2015,179.0
충북,2015,209.8
충남,2015,214.1
전북,2015,185.5
전남,2015,165.1
경북,2015,191.3
경남,2015,258.9
제주,2015,357.0
서울,2015,666.8
도심권,2015,760.3
동북권,2015,516.0
동남권,2015,981.1
서북권,2015,574.2
서남권,2015,570.7
부산,2015,314.4
대구,2015,325.4
인천,2015,322.3
광주,2015,246.6
대전,2015,263.5
울산,2015,305.1
경기,2015,372.3
강원,2015,183.5
충북,2015,206.2
충남,2015,215.1
전북,2015,184.4
전남,2015,163.2
경북,2015,189.6
경남,2015,253.3
제주,2015,345.9
서울,2015,627.6
도심권,2015,733.1
동북권,2015,514.2
동남권,2015,917.7
서북권,2015,556.2
서남권,2015,555.8
부산,2015,303.8
대구,2015,312.3
인천,2015,309.6
광주,2015,246.2
대전,2015,266.8
울산,2015,303.3
경기,2015,358.3
강원,2015,181.1
충북,2015,197.1
충남,2015,210.4
전북,2015,185.7
전남,2015,167.1
경북,2015,185.8
경남,2015,244.8
제주,2015,347.2
서울,2016,616.0
도심권,2016,709.8
동북권,2016,502.6
동남권,2016,925.6
서북권,2016,564.9
서남권,2016,549.0
부산,2016,304.5
대구,2016,315.1
인천,2016,307.1
광주,2016,242.9
대전,2016,259.2
울산,2016,305.7
경기,2016,357.3
강원,2016,187.2
충북,2016,201.8
충남,2016,209.8
전북,2016,185.4
전남,2016,167.5
경북,2016,182.5
경남,2016,239.8
제주,2016,354.9
서울,2016,614.0
도심권,2016,702.2
동북권,2016,501.1
동남권,2016,939.6
서북권,2016,545.8
서남권,2016,556.7
부산,2016,306.1
대구,2016,320.4
인천,2016,308.0
광주,2016,250.4
대전,2016,262.0
울산,2016,303.4
경기,2016,362.3
강원,2016,186.7
충북,2016,202.1
충남,2016,207.3
전북,2016,185.0
전남,2016,166.9
경북,2016,179.8
경남,2016,244.4
제주,2016,347.8
서울,2016,639.2
도심권,2016,747.8
동북권,2016,508.5
동남권,2016,1011.8
서북권,2016,561.5
서남권,2016,546.5
부산,2016,308.0
대구,2016,315.1
인천,2016,303.7
광주,2016,243.1
대전,2016,251.5
울산,2016,305.0
경기,2016,364.2
강원,2016,188.9
충북,2016,202.1
충남,2016,204.3
전북,2016,182.4
전남,2016,162.3
경북,2016,180.7
경남,2016,240.2
제주,2016,350.0
서울,2016,682.4
도심권,2016,737.5
동북권,2016,520.5
동남권,2016,1039.7
서북권,2016,578.8
서남권,2016,572.8
부산,2016,314.2
대구,2016,309.5
인천,2016,311.4
광주,2016,240.4
대전,2016,256.2
울산,2016,309.1
경기,2016,376.4
강원,2016,191.5
충북,2016,205.3
충남,2016,202.8
전북,2016,182.4
전남,2016,163.9
경북,2016,180.7
경남,2016,242.5
제주,2016,357.0
서울,2016,689.8
도심권,2016,770.8
동북권,2016,521.7
동남권,2016,1034.4
서북권,2016,584.9
서남권,2016,589.7
부산,2016,322.7
대구,2016,305.0
인천,2016,312.1
광주,2016,241.2
대전,2016,260.9
울산,2016,298.7
경기,2016,381.7
강원,2016,187.7
충북,2016,202.0
충남,2016,200.6
전북,2016,182.0
전남,2016,162.5
경북,2016,177.8
경남,2016,239.9
제주,2016,351.4
서울,2016,677.1
도심권,2016,764.7
동북권,2016,528.1
동남권,2016,1002.8
서북권,2016,600.7
서남권,2016,609.3
부산,2016,332.3
대구,2016,311.1
인천,2016,319.7
광주,2016,244.0
대전,2016,264.6
울산,2016,306.8
경기,2016,394.0
강원,2016,193.6
충북,2016,201.0
충남,2016,205.4
전북,2016,189.1
전남,2016,164.4
경북,2016,181.1
경남,2016,242.6
제주,2016,348.6
서울,2016,657.6
도심권,2016,778.0
동북권,2016,534.7
동남권,2016,963.9
서북권,2016,613.0
서남권,2016,589.3
부산,2016,339.1
대구,2016,315.0
인천,2016,325.9
광주,2016,249.0
대전,2016,262.4
울산,2016,310.0
경기,2016,393.8
강원,2016,198.7
충북,2016,204.7
충남,2016,204.2
전북,2016,184.8
전남,2016,171.4
경북,2016,186.4
경남,2016,249.0
제주,2016,377.5
서울,2016,687.3
도심권,2016,791.7
동북권,2016,541.6
동남권,2016,1002.6
서북권,2016,633.4
서남권,2016,603.5
부산,2016,346.7
대구,2016,327.5
인천,2016,325.3
광주,2016,249.4
대전,2016,267.3
울산,2016,310.3
경기,2016,395.8
강원,2016,197.3
충북,2016,206.4
충남,2016,207.2
전북,2016,191.6
전남,2016,172.2
경북,2016,186.4
경남,2016,250.4
제주,2016,394.6
서울,2016,692.4
도심권,2016,785.1
동북권,2016,548.5
동남권,2016,1001.7
서북권,2016,639.4
서남권,2016,607.2
부산,2016,351.0
대구,2016,339.8
인천,2016,328.3
광주,2016,253.1
대전,2016,271.9
울산,2016,322.8
경기,2016,404.3
강원,2016,201.0
충북,2016,204.1
충남,2016,208.0
전북,2016,190.8
전남,2016,172.0
경북,2016,188.6
경남,2016,256.8
제주,2016,374.2
서울,2016,688.5
도심권,2016,788.7
동북권,2016,558.2
동남권,2016,989.2
서북권,2016,654.6
서남권,2016,610.4
부산,2016,353.6
대구,2016,336.3
인천,2016,338.1
광주,2016,259.8
대전,2016,274.8
울산,2016,330.3
경기,2016,406.3
강원,2016,199.9
충북,2016,214.6
충남,2016,207.9
전북,2016,196.4
전남,2016,177.3
경북,2016,195.2
