지역,연월,평균가격,날짜,기준금리
서남권,2020.08,1068.9,2020-08-01,0.5
부산,2020.08,439.6,2020-08-01,0.5
대구,2020.08,418.4,2020-08-01,0.5
인천,2020.08,389.6,2020-08-01,0.5
광주,2020.08,327.3,2020-08-01,0.5
대전,2020.08,394.1,2020-08-01,0.5
울산,2020.08,335.6,2020-08-01,0.5
경기,2020.08,518.5,2020-08-01,0.5
강원,2020.08,213.7,2020-08-01,0.5
충북,2020.08,210.4,2020-08-01,0.5
충남,2020.08,248.7,2020-08-01,0.5
전북,2020.08,207.5,2020-08-01,0.5
전남,2020.08,222.3,2020-08-01,0.5
경북,2020.08,199.8,2020-08-01,0.5
경남,2020.08,266.0,2020-08-01,0.5
제주,2020.08,390.1,2020-08-01,0.5
서울,2020.09,1215.4,2020-09-01,0.5
도심권,2020.09,1416.9,2020-09-01,0.5
동북권,2020.09,1038.6,2020-09-01,0.5
동남권,2020.09,1731.9,2020-09-01,0.5
서북권,2020.09,1138.5,2020-09-01,0.5
서남권,2020.09,1048.0,2020-09-01,0.5
부산,2020.09,453.8,2020-09-01,0.5
대구,2020.09,430.2,2020-09-01,0.5
인천,2020.09,393.3,2020-09-01,0.5
광주,2020.09,335.5,2020-09-01,0.5
대전,2020.09,389.6,2020-09-01,0.5
울산,2020.09,349.2,2020-09-01,0.5
경기,2020.09,512.2,2020-09-01,0.5
강원,2020.09,213.8,2020-09-01,0.5
충북,2020.09,216.4,2020-09-01,0.5
충남,2020.09,267.4,2020-09-01,0.5
전북,2020.09,212.7,2020-09-01,0.5
전남,2020.09,221.0,2020-09-01,0.5
경북,2020.09,205.7,2020-09-01,0.5
경남,2020.09,286.6,2020-09-01,0.5
제주,2020.09,395.5,2020-09-01,0.5
서울,2020.11,1293.1,2020-11-01,0.5
도심권,2020.11,1439.0,2020-11-01,0.5
동북권,2020.11,1070.5,2020-11-01,0.5
동남권,2020.11,1882.7,2020-11-01,0.5
서북권,2020.11,1232.4,2020-11-01,0.5
서남권,2020.11,1119.7,2020-11-01,0.5
부산,2020.11,409.8,2020-11-01,0.5
대구,2020.11,437.6,2020-11-01,0.5
인천,2020.11,425.5,2020-11-01,0.5
광주,2020.11,382.4,2020-11-01,0.5
대전,2020.11,434.3,2020-11-01,0.5
울산,2020.11,381.0,2020-11-01,0.5
경기,2020.11,570.5,2020-11-01,0.5
강원,2020.11,221.4,2020-11-01,0.5
충북,2020.11,264.4,2020-11-01,0.5
충남,2020.11,293.8,2020-11-01,0.5
전북,2020.11,240.1,2020-11-01,0.5
전남,2020.11,225.4,2020-11-01,0.5
경북,2020.11,254.3,2020-11-01,0.5
경남,2020.11,314.8,2020-11-01,0.5
제주,2020.11,425.1,2020-11-01,0.5
서울,2020.12,1352.6,2020-12-01,0.5
도심권,2020.12,1493.6,2020-12-01,0.5
동북권,2020.12,1109.1,2020-12-01,0.5
동남권,2020.12,1957.5,2020-12-01,0.5
서북권,2020.12,1260.9,2020-12-01,0.5
서남권,2020.12,1200.6,2020-12-01,0.5
부산,2020.12,350.6,2020-12-01,0.5
대구,2020.12,389.6,2020-12-01,0.5
인천,2020.12,465.9,2020-12-01,0.5
광주,2020.12,345.1,2020-12-01,0.5
대전,2020.12,422.4,2020-12-01,0.5
울산,2020.12,330.9,2020-12-01,0.5
경기,2020.12,581.5,2020-12-01,0.5
강원,2020.12,239.6,2020-12-01,0.5
충북,2020.12,250.3,2020-12-01,0.5
충남,2020.12,293.1,2020-12-01,0.5
전북,2020.12,224.5,2020-12-01,0.5
전남,2020.12,231.8,2020-12-01,0.5
경북,2020.12,228.3,2020-12-01,0.5
경남,2020.12,275.6,2020-12-01,0.5
제주,2020.12,404.4,2020-12-01,0.5
서울,2021.01,1333.6,2021-01-01,0.5
도심권,2021.01,1471.3,2021-01-01,0.5
동북권,2021.01,1122.1,2021-01-01,0.5
동남권,2021.01,1961.0,2021-01-01,0.5
서북권,2021.01,1312.7,2021-01-01,0.5
서남권,2021.01,1194.4,2021-01-01,0.5
부산,2021.01,378.2,2021-01-01,0.5
대구,2021.01,363.7,2021-01-01,0.5
인천,2021.01,446.9,2021-01-01,0.5
광주,2021.01,306.6,2021-01-01,0.5
대전,2021.01,418.5,2021-01-01,0.5
울산,2021.01,313.2,2021-01-01,0.5
경기,2021.01,566.1,2021-01-01,0.5
강원,2021.01,239.5,2021-01-01,0.5
충북,2021.01,248.1,2021-01-01,0.5
충남,2021.01,246.5,2021-01-01,0.5
전북,2021.01,199.3,2021-01-01,0.5
전남,2021.01,214.8,2021-01-01,0.5
경북,2021.01,213.0,2021-01-01,0.5
경남,2021.01,258.3,2021-01-01,0.5
제주,2021.01,393.7,2021-01-01,0.5
서울,2021.1,1474.4,2021-01-01,0.5
도심권,2021.1,1637.8,2021-01-01,0.5
동북권,2021.1,1274.6,2021-01-01,0.5
동남권,2021.1,2166.3,2021-01-01,0.5
서북권,2021.1,1399.0,2021-01-01,0.5
서남권,2021.1,1244.1,2021-01-01,0.5
부산,2021.1,415.9,2021-01-01,0.5
대구,2021.1,404.3,2021-01-01,0.5
인천,2021.1,524.5,2021-01-01,0.5
광주,2021.1,399.2,2021-01-01,0.5
대전,2021.1,454.9,2021-01-01,0.5
울산,2021.1,358.2,2021-01-01,0.5
경기,2021.1,657.9,2021-01-01,0.5
강원,2021.1,261.6,2021-01-01,0.5
충북,2021.1,271.2,2021-01-01,0.5
충남,2021.1,273.1,2021-01-01,0.5
전북,2021.1,234.6,2021-01-01,0.5
전남,2021.1,245.5,2021-01-01,0.5
경북,2021.1,224.9,2021-01-01,0.5
경남,2021.1,311.8,2021-01-01,0.5
제주,2021.1,448.2,2021-01-01,0.5
서울,2021.02,1310.0,2021-02-01,0.5
도심권,2021.02,1527.9,2021-02-01,0.5
동북권,2021.02,1085.0,2021-02-01,0.5
동남권,2021.02,1970.9,2021-02-01,0.5
서북권,2021.02,1204.9,2021-02-01,0.5
서남권,2021.02,1166.1,2021-02-01,0.5
부산,2021.02,390.4,2021-02-01,0.5
대구,2021.02,380.0,2021-02-01,0.5
인천,2021.02,437.8,2021-02-01,0.5
광주,2021.02,321.6,2021-02-01,0.5
대전,2021.02,415.3,2021-02-01,0.5
울산,2021.02,307.6,2021-02-01,0.5
경기,2021.02,548.9,2021-02-01,0.5
강원,2021.02,229.8,2021-02-01,0.5
충북,2021.02,246.7,2021-02-01,0.5
충남,2021.02,239.8,2021-02-01,0.5
전북,2021.02,200.6,2021-02-01,0.5
전남,2021.02,213.3,2021-02-01,0.5
경북,2021.02,215.3,2021-02-01,0.5
경남,2021.02,255.2,2021-02-01,0.5
제주,2021.02,415.3,2021-02-01,0.5
서울,2021.03,1281.0,2021-03-01,0.5
도심권,2021.03,1502.4,2021-03-01,0.5
동북권,2021.03,1114.4,2021-03-01,0.5
동남권,2021.03,1841.7,2021-03-01,0.5
서북권,2021.03,1184.8,2021-03-01,0.5
서남권,2021.03,1143.3,2021-03-01,0.5
부산,2021.03,388.3,2021-03-01,0.5
대구,2021.03,382.7,2021-03-01,0.5
인천,2021.03,431.7,2021-03-01,0.5
광주,2021.03,312.3,2021-03-01,0.5
대전,2021.03,395.7,2021-03-01,0.5
울산,2021.03,304.2,2021-03-01,0.5
경기,2021.03,530.5,2021-03-01,0.5
강원,2021.03,225.4,2021-03-01,0.5
충북,2021.03,233.6,2021-03-01,0.5
충남,2021.03,240.6,2021-03-01,0.5
전북,2021.03,202.2,2021-03-01,0.5
전남,2021.03,210.1,2021-03-01,0.5
경북,2021.03,210.8,2021-03-01,0.5
경남,2021.03,262.5,2021-03-01,0.5
제주,2021.03,408.4,2021-03-01,0.5
서울,2021.04,1370.9,2021-04-01,0.5
도심권,2021.04,1497.5,2021-04-01,0.5
동북권,2021.04,1132.3,2021-04-01,0.5
동남권,2021.04,2006.3,2021-04-01,0.5
서북권,2021.04,1183.2,2021-04-01,0.5
서남권,2021.04,1246.7,2021-04-01,0.5
부산,2021.04,414.2,2021-04-01,0.5
대구,2021.04,399.1,2021-04-01,0.5
인천,2021.04,431.3,2021-04-01,0.5
광주,2021.04,318.0,2021-04-01,0.5
대전,2021.04,402.1,2021-04-01,0.5
울산,2021.04,323.8,2021-04-01,0.5
경기,2021.04,544.3,2021-04-01,0.5
강원,2021.04,225.6,2021-04-01,0.5
충북,2021.04,230.4,2021-04-01,0.5
충남,2021.04,241.0,2021-04-01,0.5
전북,2021.04,213.4,2021-04-01,0.5
전남,2021.04,213.1,2021-04-01,0.5
경북,2021.04,211.7,2021-04-01,0.5
경남,2021.04,270.2,2021-04-01,0.5
제주,2021.04,446.9,2021-04-01,0.5
서울,2021.05,1338.7,2021-05-01,0.5
도심권,2021.05,1621.2,2021-05-01,0.5
동북권,2021.05,1160.9,2021-05-01,0.5
동남권,2021.05,1962.2,2021-05-01,0.5
서북권,2021.05,1243.7,2021-05-01,0.5
서남권,2021.05,1154.2,2021-05-01,0.5
부산,2021.05,439.3,2021-05-01,0.5
대구,2021.05,399.7,2021-05-01,0.5
인천,2021.05,447.0,2021-05-01,0.5
광주,2021.05,336.9,2021-05-01,0.5
대전,2021.05,417.0,2021-05-01,0.5
울산,2021.05,350.6,2021-05-01,0.5
경기,2021.05,596.2,2021-05-01,0.5
강원,2021.05,236.7,2021-05-01,0.5
충북,2021.05,243.1,2021-05-01,0.5
충남,2021.05,248.3,2021-05-01,0.5
전북,2021.05,223.0,2021-05-01,0.5
전남,2021.05,223.5,2021-05-01,0.5
경북,2021.05,223.1,2021-05-01,0.5
경남,2021.05,293.8,2021-05-01,0.5
제주,2021.05,452.8,2021-05-01,0.5
서울,2021.06,1362.3,2021-06-01,0.5
도심권,2021.06,1574.8,2021-06-01,0.5
동북권,2021.06,1163.0,2021-06-01,0.5
동남권,2021.06,2059.5,2021-06-01,0.5
서북권,2021.06,1270.0,2021-06-01,0.5
서남권,2021.06,1230.0,2021-06-01,0.5
부산,2021.06,431.7,2021-06-01,0.5
대구,2021.06,382.0,2021-06-01,0.5
인천,2021.06,481.4,2021-06-01,0.5
광주,2021.06,348.9,2021-06-01,0.5
대전,2021.06,426.7,2021-06-01,0.5
울산,2021.06,347.0,2021-06-01,0.5
경기,2021.06,630.2,2021-06-01,0.5
강원,2021.06,236.6,2021-06-01,0.5
충북,2021.06,239.2,2021-06-01,0.5
충남,2021.06,258.7,2021-06-01,0.5
전북,2021.06,224.7,2021-06-01,0.5
전남,2021.06,227.5,2021-06-01,0.5
경북,2021.06,228.5,2021-06-01,0.5
경남,2021.06,293.7,2021-06-01,0.5
제주,2021.06,414.7,2021-06-01,0.5
서울,2021.07,1404.3,2021-07-01,0.5
도심권,2021.07,1625.5,2021-07-01,0.5
동북권,2021.07,1176.7,2021-07-01,0.5
동남권,2021.07,2180.5,2021-07-01,0.5
서북권,2021.07,1325.6,2021-07-01,0.5
서남권,2021.07,1238.1,2021-07-01,0.5
부산,2021.07,450.7,2021-07-01,0.5
대구,2021.07,397.4,2021-07-01,0.5
인천,2021.07,545.1,2021-07-01,0.5
광주,2021.07,358.6,2021-07-01,0.5
대전,2021.07,450.4,2021-07-01,0.5
울산,2021.07,359.8,2021-07-01,0.5
경기,2021.07,676.9,2021-07-01,0.5
강원,2021.07,245.9,2021-07-01,0.5
충북,2021.07,255.6,2021-07-01,0.5
충남,2021.07,262.8,2021-07-01,0.5
전북,2021.07,232.6,2021-07-01,0.5
전남,2021.07,237.3,2021-07-01,0.5
경북,2021.07,239.6,2021-07-01,0.5
경남,2021.07,303.7,2021-07-01,0.5
제주,2021.07,414.3,2021-07-01,0.5
서울,2021.08,1430.0,2021-08-01,0.75
도심권,2021.08,1607.0,2021-08-01,0.75
동북권,2021.08,1247.1,2021-08-01,0.75
동남권,2021.08,2108.6,2021-08-01,0.75
서북권,2021.08,1374.6,2021-08-01,0.75
서남권,2021.08,1258.4,2021-08-01,0.75
부산,2021.08,457.7,2021-08-01,0.75
대구,2021.08,399.6,2021-08-01,0.75
인천,2021.08,560.7,2021-08-01,0.75
광주,2021.08,390.2,2021-08-01,0.75
대전,2021.08,449.0,2021-08-01,0.75
울산,2021.08,365.8,2021-08-01,0.75
경기,2021.08,681.0,2021-08-01,0.75
강원,2021.08,253.5,2021-08-01,0.75
충북,2021.08,270.3,2021-08-01,0.75
충남,2021.08,268.8,2021-08-01,0.75
전북,2021.08,251.3,2021-08-01,0.75
전남,2021.08,236.0,2021-08-01,0.75
경북,2021.08,247.0,2021-08-01,0.75
경남,2021.08,329.0,2021-08-01,0.75
제주,2021.08,491.4,2021-08-01,0.75
서울,2021.09,1492.5,2021-09-01,0.75
도심권,2021.09,1643.0,2021-09-01,0.75
동북권,2021.09,1288.6,2021-09-01,0.75
동남권,2021.09,2193.5,2021-09-01,0.75
서북권,2021.09,1442.1,2021-09-01,0.75
서남권,2021.09,1251.3,2021-09-01,0.75
부산,2021.09,448.1,2021-09-01,0.75
대구,2021.09,406.2,2021-09-01,0.75
인천,2021.09,545.1,2021-09-01,0.75
광주,2021.09,402.1,2021-09-01,0.75
대전,2021.09,454.5,2021-09-01,0.75
울산,2021.09,363.2,2021-09-01,0.75
경기,2021.09,680.7,2021-09-01,0.75
강원,2021.09,250.9,2021-09-01,0.75
충북,2021.09,283.1,2021-09-01,0.75
충남,2021.09,278.5,2021-09-01,0.75
전북,2021.09,254.1,2021-09-01,0.75
전남,2021.09,246.2,2021-09-01,0.75
경북,2021.09,242.5,2021-09-01,0.75
경남,2021.09,332.5,2021-09-01,0.75
제주,2021.09,466.4,2021-09-01,0.75
서울,2021.11,1402.4,2021-11-01,1.0
도심권,2021.11,1524.3,2021-11-01,1.0
동북권,2021.11,1238.2,2021-11-01,1.0
동남권,2021.11,2108.9,2021-11-01,1.0
서북권,2021.11,1276.9,2021-11-01,1.0
서남권,2021.11,1147.7,2021-11-01,1.0
부산,2021.11,421.0,2021-11-01,1.0
대구,2021.11,399.0,2021-11-01,1.0
인천,2021.11,519.9,2021-11-01,1.0
광주,2021.11,375.5,2021-11-01,1.0
대전,2021.11,438.7,2021-11-01,1.0
울산,2021.11,351.9,2021-11-01,1.0
경기,2021.11,645.4,2021-11-01,1.0
강원,2021.11,261.0,2021-11-01,1.0
충북,2021.11,264.7,2021-11-01,1.0
충남,2021.11,262.2,2021-11-01,1.0
전북,2021.11,231.4,2021-11-01,1.0
전남,2021.11,234.3,2021-11-01,1.0
경북,2021.11,219.3,2021-11-01,1.0
경남,2021.11,296.0,2021-11-01,1.0
제주,2021.11,394.2,2021-11-01,1.0
서울,2021.12,1447.8,2021-12-01,1.0
도심권,2021.12,1648.6,2021-12-01,1.0
동북권,2021.12,1205.5,2021-12-01,1.0
동남권,2021.12,2048.4,2021-12-01,1.0
서북권,2021.12,1347.4,2021-12-01,1.0
서남권,2021.12,1188.5,2021-12-01,1.0
부산,2021.12,395.4,2021-12-01,1.0
대구,2021.12,394.6,2021-12-01,1.0
인천,2021.12,504.9,2021-12-01,1.0
광주,2021.12,375.3,2021-12-01,1.0
대전,2021.12,410.6,2021-12-01,1.0
울산,2021.12,339.6,2021-12-01,1.0
경기,2021.12,632.8,2021-12-01,1.0
강원,2021.12,253.3,2021-12-01,1.0
충북,2021.12,251.2,2021-12-01,1.0
충남,2021.12,257.3,2021-12-01,1.0
전북,2021.12,238.9,2021-12-01,1.0
전남,2021.12,226.2,2021-12-01,1.0
경북,2021.12,224.8,2021-12-01,1.0
경남,2021.12,294.0,2021-12-01,1.0
제주,2021.12,404.5,2021-12-01,1.0
서울,2022.01,1417.9,2022-01-01,1.25
도심권,2022.01,1455.0,2022-01-01,1.25
동북권,2022.01,1236.4,2022-01-01,1.25
동남권,2022.01,2109.1,2022-01-01,1.25
서북권,2022.01,1282.0,2022-01-01,1.25
서남권,2022.01,1168.2,2022-01-01,1.25
부산,2022.01,414.9,2022-01-01,1.25
대구,2022.01,395.4,2022-01-01,1.25
인천,2022.01,493.1,2022-01-01,1.25
광주,2022.01,355.6,2022-01-01,1.25
대전,2022.01,422.5,2022-01-01,1.25
울산,2022.01,358.5,2022-01-01,1.25
경기,2022.01,643.9,2022-01-01,1.25
강원,2022.01,252.7,2022-01-01,1.25
충북,2022.01,255.4,2022-01-01,1.25
충남,2022.01,260.1,2022-01-01,1.25
전북,2022.01,238.0,2022-01-01,1.25
전남,2022.01,230.7,2022-01-01,1.25
경북,2022.01,218.0,2022-01-01,1.25
경남,2022.01,288.1,2022-01-01,1.25
제주,2022.01,400.5,2022-01-01,1.25
서울,2022.1,1190.5,2022-01-01,1.25
도심권,2022.1,1173.4,2022-01-01,1.25
동북권,2022.1,1015.4,2022-01-01,1.25
동남권,2022.1,1767.8,2022-01-01,1.25
서북권,2022.1,1074.6,2022-01-01,1.25
서남권,2022.1,1031.9,2022-01-01,1.25
부산,2022.1,446.4,2022-01-01,1.25
대구,2022.1,399.3,2022-01-01,1.25
인천,2022.1,483.7,2022-01-01,1.25
광주,2022.1,342.5,2022-01-01,1.25
대전,2022.1,391.5,2022-01-01,1.25
울산,2022.1,331.7,2022-01-01,1.25
경기,2022.1,544.9,2022-01-01,1.25
강원,2022.1,246.4,2022-01-01,1.25
충북,2022.1,236.5,2022-01-01,1.25
충남,2022.1,244.3,2022-01-01,1.25
전북,2022.1,234.6,2022-01-01,1.25
전남,2022.1,201.2,2022-01-01,1.25
경북,2022.1,209.9,2022-01-01,1.25
경남,2022.1,283.9,2022-01-01,1.25
제주,2022.1,394.3,2022-01-01,1.25
서울,2022.02,1315.5,2022-02-01,1.25
도심권,2022.02,1669.2,2022-02-01,1.25
동북권,2022.02,1167.1,2022-02-01,1.25
동남권,2022.02,1870.2,2022-02-01,1.25
서북권,2022.02,1232.9,2022-02-01,1.25
서남권,2022.02,1073.8,2022-02-01,1.25
부산,2022.02,407.8,2022-02-01,1.25
대구,2022.02,386.6,2022-02-01,1.25
인천,2022.02,497.6,2022-02-01,1.25
광주,2022.02,340.3,2022-02-01,1.25
대전,2022.02,425.5,2022-02-01,1.25
울산,2022.02,348.6,2022-02-01,1.25
경기,2022.02,625.2,2022-02-01,1.25
강원,2022.02,254.3,2022-02-01,1.25
충북,2022.02,243.2,2022-02-01,1.25
충남,2022.02,248.5,2022-02-01,1.25
전북,2022.02,230.0,2022-02-01,1.25
전남,2022.02,216.5,2022-02-01,1.25
경북,2022.02,214.4,2022-02-01,1.25
경남,2022.02,286.9,2022-02-01,1.25
제주,2022.02,409.9,2022-02-01,1.25
서울,2022.03,1417.1,2022-03-01,1.25
도심권,2022.03,1633.3,2022-03-01,1.25
동북권,2022.03,1211.7,2022-03-01,1.25
동남권,2022.03,2084.1,2022-03-01,1.25
서북권,2022.03,1343.8,2022-03-01,1.25
서남권,2022.03,1154.8,2022-03-01,1.25
부산,2022.03,437.3,2022-03-01,1.25
대구,2022.03,385.4,2022-03-01,1.25
인천,2022.03,517.5,2022-03-01,1.25
광주,2022.03,367.6,2022-03-01,1.25
대전,2022.03,406.9,2022-03-01,1.25
울산,2022.03,349.1,2022-03-01,1.25
경기,2022.03,658.2,2022-03-01,1.25
강원,2022.03,257.0,2022-03-01,1.25
충북,2022.03,244.8,2022-03-01,1.25
충남,2022.03,252.6,2022-03-01,1.25
전북,2022.03,235.8,2022-03-01,1.25
전남,2022.03,239.4,2022-03-01,1.25
경북,2022.03,215.4,2022-03-01,1.25
경남,2022.03,286.8,2022-03-01,1.25
제주,2022.03,455.7,2022-03-01,1.25
서울,2022.04,1501.0,2022-04-01,1.5
도심권,2022.04,1632.3,2022-04-01,1.5
동북권,2022.04,1271.0,2022-04-01,1.5
동남권,2022.04,2288.5,2022-04-01,1.5
서북권,2022.04,1353.4,2022-04-01,1.5
서남권,2022.04,1224.6,2022-04-01,1.5
부산,2022.04,421.9,2022-04-01,1.5
대구,2022.04,396.1,2022-04-01,1.5
인천,2022.04,515.2,2022-04-01,1.5
광주,2022.04,372.2,2022-04-01,1.5
대전,2022.04,415.3,2022-04-01,1.5
울산,2022.04,358.1,2022-04-01,1.5
경기,2022.04,655.9,2022-04-01,1.5
강원,2022.04,269.0,2022-04-01,1.5
충북,2022.04,251.5,2022-04-01,1.5
충남,2022.04,255.2,2022-04-01,1.5
전북,2022.04,243.8,2022-04-01,1.5
전남,2022.04,221.5,2022-04-01,1.5
경북,2022.04,217.6,2022-04-01,1.5
경남,2022.04,290.7,2022-04-01,1.5
제주,2022.04,465.9,2022-04-01,1.5
서울,2022.05,1441.8,2022-05-01,1.75
도심권,2022.05,1688.4,2022-05-01,1.75
동북권,2022.05,1212.6,2022-05-01,1.75
동남권,2022.05,2188.2,2022-05-01,1.75
서북권,2022.05,1256.5,2022-05-01,1.75
서남권,2022.05,1194.8,2022-05-01,1.75
부산,2022.05,421.3,2022-05-01,1.75
대구,2022.05,393.4,2022-05-01,1.75
인천,2022.05,504.7,2022-05-01,1.75
광주,2022.05,356.9,2022-05-01,1.75
대전,2022.05,402.7,2022-05-01,1.75
울산,2022.05,359.4,2022-05-01,1.75
경기,2022.05,630.1,2022-05-01,1.75
강원,2022.05,263.1,2022-05-01,1.75
충북,2022.05,254.4,2022-05-01,1.75
충남,2022.05,247.0,2022-05-01,1.75
전북,2022.05,246.5,2022-05-01,1.75
전남,2022.05,227.0,2022-05-01,1.75
경북,2022.05,221.8,2022-05-01,1.75
경남,2022.05,287.2,2022-05-01,1.75
제주,2022.05,452.1,2022-05-01,1.75
서울,2022.06,1405.4,2022-06-01,1.75
도심권,2022.06,1431.4,2022-06-01,1.75
동북권,2022.06,1154.9,2022-06-01,1.75
동남권,2022.06,2194.5,2022-06-01,1.75
서북권,2022.06,1214.3,2022-06-01,1.75
서남권,2022.06,1203.6,2022-06-01,1.75
부산,2022.06,414.6,2022-06-01,1.75
대구,2022.06,386.7,2022-06-01,1.75
인천,2022.06,492.7,2022-06-01,1.75
광주,2022.06,361.9,2022-06-01,1.75
대전,2022.06,402.0,2022-06-01,1.75
울산,2022.06,334.4,2022-06-01,1.75
경기,2022.06,597.9,2022-06-01,1.75
강원,2022.06,260.2,2022-06-01,1.75
충북,2022.06,251.2,2022-06-01,1.75
충남,2022.06,236.5,2022-06-01,1.75
전북,2022.06,234.0,2022-06-01,1.75
전남,2022.06,222.5,2022-06-01,1.75
경북,2022.06,222.9,2022-06-01,1.75
경남,2022.06,278.2,2022-06-01,1.75
제주,2022.06,454.2,2022-06-01,1.75
서울,2022.07,1375.0,2022-07-01,2.25
도심권,2022.07,1257.7,2022-07-01,2.25
동북권,2022.07,1112.9,2022-07-01,2.25
동남권,2022.07,2041.4,2022-07-01,2.25
서북권,2022.07,1250.4,2022-07-01,2.25
서남권,2022.07,1170.1,2022-07-01,2.25
부산,2022.07,398.2,2022-07-01,2.25
대구,2022.07,400.5,2022-07-01,2.25
인천,2022.07,496.3,2022-07-01,2.25
광주,2022.07,335.2,2022-07-01,2.25
대전,2022.07,399.8,2022-07-01,2.25
울산,2022.07,320.1,2022-07-01,2.25
경기,2022.07,578.0,2022-07-01,2.25
강원,2022.07,250.7,2022-07-01,2.25
충북,2022.07,242.5,2022-07-01,2.25
충남,2022.07,240.4,2022-07-01,2.25
전북,2022.07,226.3,2022-07-01,2.25
전남,2022.07,230.9,2022-07-01,2.25
경북,2022.07,217.9,2022-07-01,2.25
경남,2022.07,275.3,2022-07-01,2.25
제주,2022.07,380.0,2022-07-01,2.25
서울,2022.08,1240.6,2022-08-01,2.5
도심권,2022.08,1543.6,2022-08-01,2.5
동북권,2022.08,1059.3,2022-08-01,2.5
동남권,2022.08,1774.2,2022-08-01,2.5
서북권,2022.08,1132.0,2022-08-01,2.5
서남권,2022.08,1066.6,2022-08-01,2.5
부산,2022.08,413.3,2022-08-01,2.5
대구,2022.08,396.1,2022-08-01,2.5
인천,2022.08,496.8,2022-08-01,2.5
광주,2022.08,351.9,2022-08-01,2.5
대전,2022.08,385.1,2022-08-01,2.5
울산,2022.08,333.0,2022-08-01,2.5
경기,2022.08,561.2,2022-08-01,2.5
강원,2022.08,257.2,2022-08-01,2.5
충북,2022.08,227.4,2022-08-01,2.5
충남,2022.08,244.3,2022-08-01,2.5
전북,2022.08,225.0,2022-08-01,2.5
전남,2022.08,221.2,2022-08-01,2.5
경북,2022.08,211.8,2022-08-01,2.5
경남,2022.08,278.7,2022-08-01,2.5
제주,2022.08,429.0,2022-08-01,2.5
서울,2022.09,1248.9,2022-09-01,2.5
도심권,2022.09,1216.6,2022-09-01,2.5
동북권,2022.09,1035.8,2022-09-01,2.5
동남권,2022.09,2032.2,2022-09-01,2.5
서북권,2022.09,1233.8,2022-09-01,2.5
서남권,2022.09,1053.5,2022-09-01,2.5
부산,2022.09,419.1,2022-09-01,2.5
대구,2022.09,387.7,2022-09-01,2.5
인천,2022.09,485.6,2022-09-01,2.5
광주,2022.09,343.5,2022-09-01,2.5
대전,2022.09,401.6,2022-09-01,2.5
울산,2022.09,330.8,2022-09-01,2.5
경기,2022.09,554.8,2022-09-01,2.5
강원,2022.09,242.3,2022-09-01,2.5
충북,2022.09,233.2,2022-09-01,2.5
충남,2022.09,234.4,2022-09-01,2.5
전북,2022.09,212.1,2022-09-01,2.5
전남,2022.09,213.1,2022-09-01,2.5
경북,2022.09,218.6,2022-09-01,2.5
경남,2022.09,276.1,2022-09-01,2.5
제주,2022.09,445.7,2022-09-01,2.5
서울,2022.11,1275.9,2022-11-01,3.25
도심권,2022.11,1510.4,2022-11-01,3.25
동북권,2022.11,931.0,2022-11-01,3.25
동남권,2022.11,1904.0,2022-11-01,3.25
서북권,2022.11,1134.0,2022-11-01,3.25
서남권,2022.11,1027.4,2022-11-01,3.25
부산,2022.11,456.8,2022-11-01,3.25
대구,2022.11,405.1,2022-11-01,3.25
인천,2022.11,500.1,2022-11-01,3.25
광주,2022.11,344.4,2022-11-01,3.25
대전,2022.11,402.1,2022-11-01,3.25
울산,2022.11,365.5,2022-11-01,3.25
경기,2022.11,590.4,2022-11-01,3.25
강원,2022.11,236.5,2022-11-01,3.25
충북,2022.11,229.7,2022-11-01,3.25
충남,2022.11,245.2,2022-11-01,3.25
전북,2022.11,235.6,2022-11-01,3.25
전남,2022.11,213.0,2022-11-01,3.25
경북,2022.11,216.5,2022-11-01,3.25
경남,2022.11,276.4,2022-11-01,3.25
제주,2022.11,403.3,2022-11-01,3.25
서울,2022.12,1266.9,2022-12-01,3.25
도심권,2022.12,1409.4,2022-12-01,3.25
동북권,2022.12,1017.2,2022-12-01,3.25
동남권,2022.12,1823.4,2022-12-01,3.25
서북권,2022.12,1167.9,2022-12-01,3.25
서남권,2022.12,1051.2,2022-12-01,3.25
부산,2022.12,456.3,2022-12-01,3.25
대구,2022.12,403.0,2022-12-01,3.25
인천,2022.12,488.4,2022-12-01,3.25
광주,2022.12,361.5,2022-12-01,3.25
대전,2022.12,398.8,2022-12-01,3.25
울산,2022.12,370.6,2022-12-01,3.25
경기,2022.12,588.9,2022-12-01,3.25
강원,2022.12,244.6,2022-12-01,3.25
충북,2022.12,254.4,2022-12-01,3.25
충남,2022.12,258.6,2022-12-01,3.25
전북,2022.12,232.7,2022-12-01,3.25
전남,2022.12,211.5,2022-12-01,3.25
경북,2022.12,219.3,2022-12-01,3.25
경남,2022.12,285.1,2022-12-01,3.25
제주,2022.12,386.4,2022-12-01,3.25
서울,2023.01,1298.1,2023-01-01,3.5
도심권,2023.01,1405.3,2023-01-01,3.5
동북권,2023.01,1025.7,2023-01-01,3.5
동남권,2023.01,1838.6,2023-01-01,3.5
서북권,2023.01,1216.8,2023-01-01,3.5
서남권,2023.01,1117.9,2023-01-01,3.5
부산,2023.01,501.9,2023-01-01,3.5
대구,2023.01,410.7,2023-01-01,3.5
인천,2023.01,504.4,2023-01-01,3.5
광주,2023.01,368.8,2023-01-01,3.5
대전,2023.01,422.8,2023-01-01,3.5
